symbol,name2,sector
525,guangshen railway co,transportation
1060,alibaba pictures group limited,consumer services
3369,qinhuangdao port co ltd,transportation
9993,radiance holdings group company ltd,finance
1907,china risun grp ltd,energy minerals
590,luk fook hldgs,retail trade
1053,chongqing iron & steel co,non-energy minerals
3633,zhongyu energy holdings ltd,utilities
1258,china nonferrous mining corp ltd,non-energy minerals
200,melco international development,consumer services
1448,fu shou yuan intl grp limited,consumer services
2068,china aluminum intl eng corp ltd,industrial services
2139,bank of gansu co ltd,finance
2314,lee & man paper manufacturing ltd,process industries
2005,ssy group limited,health technology
909,ming yuan cloud group hldgs ltd,technology services
990,theme international hldgs,distribution services
1121,golden solar new energy technology,consumer non-durables
2255,haichang ocean park holdings ltd,consumer services
3319,a-living smart city services co ltd,finance
1606,china dev bank finl leasing co ltd,finance
336,huabao international holdings ltd,consumer non-durables
1316,nexteer automotive group limited,producer manufacturing
1244,3d medicines inc,health technology
45,hong kong & shanghai hotels,consumer services
995,anhui expressway company ltd,transportation
639,shougang fushan resources gp ltd,energy minerals
710,boe varitronix ltd,electronic technology
1992,fosun tourism group,consumer services
2121,qingdao ainnovation tech gp co ltd,technology services
697,shoucheng holdings ltd,consumer services
2343,pacific basin shipping ltd,transportation
1083,towngas smart energy company ltd,utilities
751,skyworth group ltd,electronic technology
41,great eagle hldgs,consumer services
546,fufeng group ltd,consumer non-durables
2186,luye pharma group limited,health technology
303,vtech hldgs,consumer durables
3669,china yongda automobiles ser,retail trade
6606,new horizon health ltd,health services
1812,shandong chenming paper hldgs,process industries
604,shenzhen investment ltd,finance
1675,asiainfo technologies ltd,technology services
8032,viva china holdings limited,consumer services
1302,lifetech scientific corp,health technology
667,china east education hldgs ltd,commercial services
1196,realord group holdings limited,distribution services
81,china overseas grand oceans group l,finance
1811,cgn new energy holdings co ltd,utilities
1858,beijing chunlizhengda med inst co,health technology
9979,greentown mgmt hldgs co ltd,commercial services
1415,cowell e holdings inc,electronic technology
884,cifi holdings group co limited,finance
9966,alphamab oncology,health technology
1516,sunac services hldgs,finance
819,tianneng power international ltd,producer manufacturing
1108,luoyang glass co,consumer durables
38,first tractor company limited,producer manufacturing
2179,jiangsu recbio technology co ltd,commercial services
2172,microport neurotech ltd,health technology
2145,shanghai chicmax cosmetic co ltd,consumer non-durables
811,xinhua winshare publishing & media,distribution services
2157,lepu biopharma co ltd,health technology
9923,yeahka ltd,technology services
3383,agile group holding ltd,finance
2400,xd inc,technology services
1896,maoyan entertainment,consumer services
1578,bank of tianjing,finance
2155,morimatsu international holdings co,producer manufacturing
2099,china gold international resourc cp,non-energy minerals
2171,carsgen therapeutics hldgs ltd,health technology
535,gemdale properties & inv corp ltd,finance
9997,kangji medical hldgs ltd,health technology
363,shanghai industrial hldgs,finance
