symbol,name2,sector
iwin,irwin naturals inc,health technology
soy,sunopta inc,consumer non-durables
osk,osisko mining inc,non-energy minerals
lnf,leon's furniture,retail trade
fec,frontera energy corporation,energy minerals
cts,converge technology solutions corp,technology services
meq,mainstreet equity corp,finance
cf,canaccord genuity group inc,finance
drm,dream unlimited corp,finance
cvg,clairvest group,finance
als,altius minerals corp,non-energy minerals
che.un,chemtrade logistics income fund,miscellaneous
bdgi,badger infrastructure solutions ltd,industrial services
sftc,softchoice corporation,technology services
nbly,neighbourly pharmacy inc,retail trade
gdi,gdi integrated fac svcs inc,commercial services
ifp,interfor corp,non-energy minerals
cl,cresco labs inc.,process industries
gcg,guardian capital group,finance
ngd,new gold inc,non-energy minerals
sis,savaria corp,consumer durables
rup,rupert resources,non-energy minerals
mre,martinrea international inc,producer manufacturing
scl,shawcor ltd new,process industries
kel,kelt exploration ltd,energy minerals
fsz,fiera capital corp,finance
et,evertz technologies ltd,electronic technology
mdi,major drilling group intl inc,industrial services
krr,karora resources inc,non-energy minerals
wdo,wesdome gold mines ltd,non-energy minerals
sls,solaris resources inc,non-energy minerals
iau,i 80 gold corp,non-energy minerals
edr,endeavour silver corp,non-energy minerals
tcw,trican well service,producer manufacturing
pmet,patriot battery metals inc,non-energy minerals
cvo,coveo solutions inc,technology services
aya,aya gold & silver inc,non-energy minerals
cgo,cogeco inc,consumer services
plc,park lawn corp,finance
afn,ag growth international inc,producer manufacturing
zzz,sleep country canada holdings inc,retail trade
cas,cascades inc,process industries
pipe,pipestone energy corp,energy minerals
artg,artemis gold inc,non-energy minerals
sia,sienna senior living inc,health services
nfg,new found gold corp,non-energy minerals
nfi,nfi group inc,producer manufacturing
sgy,surge energy inc,energy minerals
li,american lithium corp,process industries
sec,senvest capital inc,finance
fom,foran mining corp,non-energy minerals
ora,aura minerals inc (vg),non-energy minerals
cr,crew energy inc,energy minerals
sli,standard lithium ltd,process industries
las.a,lassonde industries inc,consumer non-durables
svm,silvercorp metals inc,non-energy minerals
abst,absolute software corp,technology services
ad.un,alaris equity partners income trust,finance
mda,mda ltd,electronic technology
chr,chorus aviation inc,transportation
well,well health technologies corp,health services
obe,obsidian energy ltd,energy minerals
sbb,sabina gold & silver corporation,non-energy minerals
esi,ensign energy services inc,industrial services
cgy,calian group ltd,commercial services
abct,abc technologies hldgs inc,producer manufacturing
ceu,ces energy solutions corp,process industries
ggd,gogold resources inc,non-energy minerals
sfc,sagicor finl co ltd,finance
ecn,ecn capital corp,finance
glo,global atomic corporation,non-energy minerals
tko,taseko mines,non-energy minerals
nxr.un,nexus indl real estate invt tr,finance
cup.u,caribbean utilities co,utilities
ase,asante gold corporation,non-energy minerals
aden,adentra inc,distribution services
tf,timbercreek finl corp,finance
are,aecon group inc,industrial services
ske,skeena resources limited,non-energy minerals
kec,kiwetinohk energy corp,utilities
acq,autocanada inc,retail trade
alc,algoma central corp,transportation
vgcx,victoria gold corp,non-energy minerals
dbm,doman building materials group ltd,retail trade
tal,petrotal corp,energy minerals
fcu,fission uranium co,non-energy minerals
rsi,rogers sugar inc,process industries
aris,aris mining corporation,non-energy minerals
oyl,cgx energy inc,energy minerals
gud,knight therapeutics inc,health technology
ar,argonaut gold inc,non-energy minerals
ngex,ngex minerals ltd,non-energy minerals
cfw,calfrac well services ltd,industrial services
